Order_ID,Order_Date,Customer,Region,Category,Product,Quantity,Unit_Price,Sales,Cost,Profit,Customer_Segment,Payment_Mode
ORD00171,2024-02-23,Customer 47,East,Electronics,Laptop,3,64199,192597,122786.62,69810.38,Consumer,Credit Card
ORD00046,2024-02-23,Customer 101,North,Furniture,Desk,6,16907,101442,56777.97,44664.03,Consumer,Cash
ORD00418,2024-02-24,Customer 7,West,Furniture,Desk,7,24908,174356,110794.68,63561.32,Consumer,Debit Card
ORD00299,2024-02-24,Customer 254,West,Electronics,Tablet,8,28100,224800,156235.09,68564.91,Corporate,Debit Card
ORD00730,2024-02-25,Customer 113,North,Electronics,Smartphone,7,21001,147007,87832.1,59174.9,Corporate,Debit Card
ORD00439,2024-02-27,Customer 154,North,Furniture,Office Chair,2,8008,16016,9771.36,6244.64,Small Business,Debit Card
ORD00517,2024-02-28,Customer 40,North,Office Supplies,Pen Set,6,115,690,414.39,275.61,Small Business,Debit Card
ORD00420,2024-02-28,Customer 132,West,Office Supplies,Notebook,8,249,1992,1198.73,793.27,Small Business,Credit Card
ORD00004,2024-02-28,Customer 170,West,Office Supplies,File Folder,6,138,828,515.68,312.32,Small Business,Debit Card
ORD00887,2024-02-28,Customer 99,South,Electronics,Laptop,5,72259,361295,199330.13,161964.87,Small Business,Debit Card
ORD00545,2024-02-29,Customer 138,East,Office Supplies,Pen Set,8,192,1536,934.08,601.92,Consumer,Cash
ORD00859,2024-03-04,Customer 29,West,Office Supplies,Printer,3,20229,60687,37376.39,23310.61,Small Business,Credit Card
ORD00534,2024-03-04,Customer 260,North,Office Supplies,Notebook,9,282,2538,1440.19,1097.81,Small Business,Cash
ORD00735,2024-03-05,Customer 182,North,Electronics,Headphones,8,6530,52240,28739.81,23500.19,Consumer,Cash
ORD00741,2024-03-05,Customer 100,South,Furniture,Office Chair,6,11681,70086,47514.46,22571.54,Small Business,Credit Card
ORD00346,2024-03-05,Customer 8,North,Electronics,Tablet,1,32961,32961,25371.56,7589.44,Small Business,UPI
ORD00874,2024-03-07,Customer 6,North,Furniture,Bookshelf,4,8760,35040,20197.5,14842.5,Corporate,Debit Card
ORD00733,2024-03-08,Customer 52,South,Furniture,Table,6,9565,57390,42791.42,14598.58,Small Business,Credit Card
ORD00922,2024-03-09,Customer 99,East,Furniture,Bookshelf,5,4392,21960,17243.41,4716.59,Consumer,Debit Card
ORD00772,2024-03-09,Customer 11,East,Office Supplies,Pen Set,5,403,2015,1287.63,727.37,Small Business,Debit Card
ORD00783,2024-03-10,Customer 57,South,Electronics,Tablet,8,27047,216376,137250.92,79125.08,Small Business,Cash
ORD00616,2024-03-11,Customer 180,West,Office Supplies,File Folder,5,207,1035,641.63,393.37,Consumer,Credit Card
ORD00732,2024-03-11,Customer 248,South,Electronics,Tablet,2,21017,42034,23514.85,18519.15,Corporate,UPI
ORD00591,2024-03-12,Customer 143,South,Furniture,Desk,3,13509,40527,24140.64,16386.36,Consumer,UPI
ORD00001,2024-03-12,Customer 189,North,Furniture,Bookshelf,4,4860,19440,11583.49,7856.51,Small Business,Debit Card
ORD00398,2024-03-14,Customer 10,West,Electronics,Laptop,7,57190,400330,306946.37,93383.63,Corporate,Cash
ORD00694,2024-03-15,Customer 142,South,Office Supplies,Pen Set,9,137,1233,706.3,526.7,Small Business,UPI
ORD00230,2024-03-16,Customer 199,East,Furniture,Bookshelf,9,6772,60948,38467.11,22480.89,Consumer,UPI
ORD00840,2024-03-18,Customer 178,North,Furniture,Desk,3,15061,45183,29317.2,15865.8,Corporate,Cash
ORD00096,2024-03-18,Customer 216,South,Furniture,Table,6,13717,82302,57987.0,24315.0,Consumer,Debit Card
ORD00769,2024-03-18,Customer 272,East,Furniture,Bookshelf,8,11489,91912,70210.45,21701.55,Corporate,Cash
ORD00421,2024-03-19,Customer 124,East,Office Supplies,Notebook,2,275,550,369.06,180.94,Corporate,Cash
ORD00933,2024-03-19,Customer 289,North,Office Supplies,Printer,2,16926,33852,25839.03,8012.97,Consumer,Credit Card
ORD00979,2024-03-20,Customer 135,South,Electronics,Headphones,6,4306,25836,19414.23,6421.77,Consumer,UPI
ORD00827,2024-03-21,Customer 39,West,Furniture,Office Chair,7,10585,74095,46078.04,28016.96,Consumer,Cash
ORD00385,2024-03-22,Customer 92,East,Electronics,Smartphone,1,45386,45386,35111.21,10274.79,Small Business,UPI
ORD00551,2024-03-22,Customer 208,North,Office Supplies,Notebook,8,197,1576,873.03,702.97,Small Business,Cash
ORD00157,2024-03-26,Customer 250,East,Office Supplies,Printer,7,13592,95144,56624.37,38519.63,Corporate,UPI
ORD00944,2024-03-26,Customer 53,West,Electronics,Tablet,8,21107,168856,123629.48,45226.52,Small Business,UPI
ORD00579,2024-03-27,Customer 176,East,Electronics,Smartphone,4,27427,109708,85275.35,24432.65,Consumer,Debit Card
ORD00278,2024-03-27,Customer 43,North,Furniture,Office Chair,8,9940,79520,44491.87,35028.13,Consumer,UPI
ORD00135,2024-03-27,Customer 55,West,Electronics,Tablet,3,22093,66279,45178.72,21100.28,Corporate,UPI
ORD00402,2024-03-28,Customer 264,North,Electronics,Smartphone,6,41917,251502,194645.37,56856.63,Corporate,Credit Card
ORD00615,2024-03-30,Customer 208,West,Furniture,Table,4,16220,64880,37104.73,27775.27,Corporate,Credit Card
ORD00932,2024-03-30,Customer 60,East,Electronics,Smartphone,1,35625,35625,27311.87,8313.13,Small Business,Cash
ORD00807,2024-03-30,Customer 49,South,Office Supplies,Pen Set,8,273,2184,1684.05,499.95,Corporate,UPI
ORD00058,2024-03-30,Customer 264,North,Office Supplies,File Folder,2,84,168,106.54,61.46,Corporate,Debit Card
ORD00750,2024-03-30,Customer 226,South,Electronics,Headphones,6,4174,25044,17650.81,7393.19,Consumer,Debit Card
ORD00867,2024-03-30,Customer 186,South,Furniture,Office Chair,2,5437,10874,7983.76,2890.24,Small Business,Debit Card
ORD00525,2024-03-31,Customer 61,South,Office Supplies,Pen Set,4,239,956,603.87,352.13,Small Business,Credit Card
ORD00959,2024-04-01,Customer 190,East,Office Supplies,Notebook,5,275,1375,880.55,494.45,Small Business,Debit Card
ORD00894,2024-04-01,Customer 52,North,Office Supplies,Printer,9,20043,180387,117869.65,62517.35,Corporate,Cash
ORD00502,2024-04-02,Customer 239,North,Electronics,Smartphone,2,20618,41236,28315.58,12920.42,Consumer,Credit Card
ORD00050,2024-04-05,Customer 126,South,Furniture,Office Chair,1,6081,6081,4735.9,1345.1,Consumer,Cash
ORD00118,2024-04-06,Customer 289,South,Office Supplies,Pen Set,4,256,1024,602.03,421.97,Corporate,Debit Card
ORD00465,2024-04-06,Customer 5,North,Office Supplies,Pen Set,5,382,1910,1247.07,662.93,Corporate,Credit Card
ORD00160,2024-04-07,Customer 131,North,Furniture,Table,3,7667,23001,13343.84,9657.16,Small Business,Cash
ORD00707,2024-04-08,Customer 82,East,Furniture,Bookshelf,7,5605,39235,25178.68,14056.32,Corporate,Cash
ORD00910,2024-04-08,Customer 278,East,Furniture,Desk,6,24945,149670,102264.1,47405.9,Small Business,Cash
ORD00458,2024-04-09,Customer 32,West,Furniture,Bookshelf,1,11106,11106,7447.96,3658.04,Corporate,Credit Card
ORD00054,2024-04-09,Customer 290,West,Furniture,Office Chair,7,10881,76167,53618.71,22548.29,Small Business,Debit Card
ORD00408,2024-04-10,Customer 28,West,Electronics,Headphones,3,6842,20526,14594.75,5931.25,Consumer,UPI
ORD00258,2024-04-10,Customer 244,South,Electronics,Tablet,6,22382,134292,107170.32,27121.68,Small Business,Credit Card
ORD00893,2024-04-11,Customer 210,South,Electronics,Tablet,3,32541,97623,57938.3,39684.7,Small Business,Cash
ORD00980,2024-04-12,Customer 7,West,Furniture,Table,1,8641,8641,6285.76,2355.24,Small Business,UPI
ORD00940,2024-04-12,Customer 55,North,Office Supplies,Notebook,5,110,550,335.16,214.84,Consumer,Debit Card
ORD00379,2024-04-13,Customer 214,North,Electronics,Tablet,1,31554,31554,24299.06,7254.94,Corporate,UPI
ORD00008,2024-04-15,Customer 260,South,Electronics,Headphones,2,2021,4042,2748.63,1293.37,Consumer,UPI
ORD00170,2024-04-16,Customer 226,North,Furniture,Office Chair,3,8564,25692,14903.54,10788.46,Corporate,Credit Card
ORD00586,2024-04-17,Customer 90,North,Office Supplies,File Folder,3,79,237,181.51,55.49,Small Business,Cash
ORD00162,2024-04-17,Customer 227,South,Electronics,Smartphone,1,43687,43687,28689.44,14997.56,Corporate,Debit Card
ORD00647,2024-04-20,Customer 43,East,Furniture,Desk,9,20397,183573,115078.69,68494.31,Corporate,Debit Card
ORD00680,2024-04-20,Customer 137,West,Office Supplies,Notebook,3,105,315,205.6,109.4,Consumer,Cash
ORD00644,2024-04-20,Customer 129,North,Electronics,Tablet,1,32350,32350,20436.64,11913.36,Corporate,Credit Card
ORD00779,2024-04-21,Customer 8,West,Office Supplies,File Folder,5,59,295,222.22,72.78,Consumer,Debit Card
ORD00450,2024-04-21,Customer 206,North,Furniture,Bookshelf,2,6749,13498,10184.33,3313.67,Corporate,Cash
ORD00024,2024-04-22,Customer 2,South,Furniture,Office Chair,1,16191,16191,9054.36,7136.64,Corporate,UPI
ORD00390,2024-04-22,Customer 30,East,Electronics,Tablet,3,35921,107763,77503.72,30259.28,Small Business,Credit Card
ORD00994,2024-04-22,Customer 23,South,Furniture,Desk,2,17481,34962,27942.06,7019.94,Small Business,Debit Card
ORD00811,2024-04-23,Customer 242,East,Office Supplies,Pen Set,4,294,1176,851.77,324.23,Consumer,Cash
ORD00975,2024-04-24,Customer 121,North,Electronics,Laptop,5,68105,340525,242429.97,98095.03,Consumer,Cash
ORD00143,2024-04-24,Customer 209,South,Furniture,Table,7,9223,64561,38447.8,26113.2,Consumer,Cash
ORD00713,2024-04-24,Customer 284,East,Furniture,Bookshelf,1,14570,14570,9873.25,4696.75,Small Business,Debit Card
ORD00336,2024-04-24,Customer 225,South,Office Supplies,Notebook,3,126,378,292.84,85.16,Small Business,UPI
ORD00509,2024-04-25,Customer 49,North,Office Supplies,File Folder,9,153,1377,1090.61,286.39,Corporate,Debit Card
ORD00850,2024-04-25,Customer 162,East,Office Supplies,Pen Set,7,216,1512,1046.8,465.2,Small Business,UPI
ORD00049,2024-04-26,Customer 279,East,Office Supplies,File Folder,7,139,973,541.32,431.68,Consumer,Cash
ORD00073,2024-04-26,Customer 134,South,Electronics,Laptop,9,83591,752319,513151.17,239167.83,Consumer,Cash
ORD00957,2024-04-27,Customer 237,North,Office Supplies,File Folder,2,73,146,105.19,40.81,Small Business,Cash
ORD00948,2024-04-27,Customer 202,East,Furniture,Office Chair,2,7486,14972,8591.12,6380.88,Consumer,UPI
ORD00413,2024-04-27,Customer 54,South,Office Supplies,Pen Set,3,112,336,189.68,146.32,Consumer,Cash
ORD00653,2024-04-27,Customer 54,North,Furniture,Table,9,14484,130356,96676.16,33679.84,Corporate,Cash
ORD00119,2024-04-27,Customer 294,North,Office Supplies,Printer,5,18946,94730,69973.15,24756.85,Small Business,UPI
ORD00978,2024-04-27,Customer 253,South,Furniture,Bookshelf,8,7431,59448,38855.72,20592.28,Small Business,Credit Card
ORD00298,2024-04-28,Customer 71,West,Office Supplies,File Folder,9,222,1998,1145.35,852.65,Consumer,Debit Card
ORD00775,2024-04-28,Customer 238,South,Furniture,Bookshelf,7,7723,54061,32340.24,21720.76,Consumer,Debit Card
ORD00173,2024-04-29,Customer 89,North,Furniture,Table,3,17447,52341,34851.0,17490.0,Corporate,Credit Card
ORD00094,2024-04-30,Customer 214,East,Office Supplies,Pen Set,9,381,3429,2571.24,857.76,Corporate,UPI
ORD00286,2024-05-01,Customer 32,South,Furniture,Office Chair,3,5685,17055,9434.46,7620.54,Small Business,UPI
ORD00673,2024-05-02,Customer 266,West,Office Supplies,Pen Set,7,477,3339,1903.32,1435.68,Consumer,UPI
ORD00285,2024-05-03,Customer 114,South,Office Supplies,Printer,1,17232,17232,11080.9,6151.1,Corporate,Cash
ORD00464,2024-05-03,Customer 113,West,Electronics,Tablet,2,32979,65958,47391.15,18566.85,Corporate,Credit Card
ORD00607,2024-05-04,Customer 175,North,Office Supplies,Notebook,9,72,648,367.04,280.96,Small Business,Cash
ORD00529,2024-05-04,Customer 138,East,Electronics,Tablet,3,25519,76557,50045.6,26511.4,Consumer,Cash
ORD00099,2024-05-05,Customer 300,North,Office Supplies,Notebook,1,280,280,160.24,119.76,Consumer,Credit Card
ORD00686,2024-05-06,Customer 168,West,Electronics,Laptop,5,64745,323725,250088.74,73636.26,Corporate,Credit Card
ORD00223,2024-05-08,Customer 264,North,Office Supplies,File Folder,7,57,399,316.2,82.8,Corporate,Credit Card
ORD00275,2024-05-08,Customer 130,West,Office Supplies,Notebook,1,169,169,106.28,62.72,Consumer,Credit Card
ORD00491,2024-05-08,Customer 196,West,Electronics,Headphones,3,1802,5406,4062.4,1343.6,Small Business,Cash
ORD00260,2024-05-09,Customer 206,West,Office Supplies,Notebook,5,212,1060,628.98,431.02,Corporate,Cash
ORD00025,2024-05-09,Customer 53,West,Furniture,Office Chair,1,11528,11528,7030.82,4497.18,Corporate,Cash
ORD00704,2024-05-09,Customer 246,West,Furniture,Office Chair,8,13264,106112,78523.03,27588.97,Small Business,UPI
ORD00946,2024-05-09,Customer 84,East,Furniture,Office Chair,2,8690,17380,9895.67,7484.33,Corporate,Debit Card
ORD00153,2024-05-10,Customer 229,West,Office Supplies,Notebook,8,91,728,484.06,243.94,Small Business,Debit Card
ORD00005,2024-05-10,Customer 135,North,Electronics,Tablet,7,13267,92869,64832.19,28036.81,Consumer,UPI
ORD00760,2024-05-10,Customer 298,East,Office Supplies,File Folder,1,131,131,99.21,31.79,Consumer,Cash
ORD00296,2024-05-11,Customer 111,North,Furniture,Bookshelf,6,11378,68268,54551.84,13716.16,Corporate,Cash
ORD00728,2024-05-11,Customer 260,North,Furniture,Desk,1,13240,13240,9617.41,3622.59,Corporate,UPI
ORD00233,2024-05-12,Customer 293,East,Office Supplies,File Folder,5,203,1015,585.89,429.11,Small Business,UPI
ORD00837,2024-05-12,Customer 108,South,Furniture,Bookshelf,9,9470,85230,57338.9,27891.1,Corporate,Debit Card
ORD00914,2024-05-12,Customer 139,North,Electronics,Smartphone,7,15328,107296,63701.23,43594.77,Corporate,Cash
ORD00473,2024-05-13,Customer 207,East,Electronics,Tablet,2,31233,62466,45347.07,17118.93,Corporate,Credit Card
ORD00939,2024-05-13,Customer 283,West,Electronics,Smartphone,4,38535,154140,94727.77,59412.23,Consumer,Debit Card
ORD00648,2024-05-16,Customer 20,West,Electronics,Tablet,7,12298,86086,53326.94,32759.06,Small Business,Cash
ORD01000,2024-05-17,Customer 129,North,Office Supplies,Pen Set,7,276,1932,1196.37,735.63,Consumer,Credit Card
ORD00507,2024-05-18,Customer 181,South,Electronics,Tablet,3,17057,51171,33319.6,17851.4,Corporate,Credit Card
ORD00916,2024-05-18,Customer 174,North,Furniture,Office Chair,8,8170,65360,44662.26,20697.74,Small Business,Cash
ORD00982,2024-05-19,Customer 201,East,Electronics,Smartphone,8,32952,263616,199702.49,63913.51,Corporate,UPI
ORD00167,2024-05-19,Customer 187,South,Office Supplies,Notebook,1,170,170,122.39,47.61,Consumer,Credit Card
ORD00790,2024-05-19,Customer 280,South,Electronics,Tablet,7,25562,178934,111024.89,67909.11,Consumer,Credit Card
ORD00404,2024-05-20,Customer 83,North,Office Supplies,Notebook,2,221,442,306.28,135.72,Corporate,Cash
ORD00845,2024-05-20,Customer 155,South,Furniture,Table,9,16559,149031,85375.67,63655.33,Consumer,Cash
ORD00763,2024-05-23,Customer 200,North,Electronics,Laptop,9,73817,664353,375775.82,288577.18,Small Business,Cash
ORD00505,2024-05-23,Customer 25,South,Electronics,Tablet,5,22655,113275,82539.0,30736.0,Consumer,Cash
ORD00064,2024-05-23,Customer 69,East,Office Supplies,File Folder,4,132,528,355.48,172.52,Consumer,Cash
ORD00671,2024-05-23,Customer 167,West,Office Supplies,Printer,9,16348,147132,96155.95,50976.05,Small Business,UPI
ORD00548,2024-05-24,Customer 65,East,Furniture,Desk,8,21139,169112,113636.26,55475.74,Small Business,UPI
ORD00596,2024-05-24,Customer 50,North,Office Supplies,File Folder,8,201,1608,1130.36,477.64,Small Business,Cash
ORD00813,2024-05-24,Customer 37,North,Electronics,Headphones,7,7811,54677,34328.71,20348.29,Small Business,Debit Card
ORD00243,2024-05-25,Customer 164,South,Electronics,Tablet,4,19227,76908,55208.88,21699.12,Consumer,UPI
ORD00145,2024-05-25,Customer 128,North,Electronics,Smartphone,7,23996,167972,93156.88,74815.12,Corporate,Cash
ORD00695,2024-05-25,Customer 241,West,Furniture,Office Chair,3,6248,18744,10737.6,8006.4,Consumer,Cash
ORD00683,2024-05-26,Customer 35,East,Electronics,Smartphone,2,49552,99104,70548.62,28555.38,Consumer,Debit Card
ORD00139,2024-05-26,Customer 112,North,Office Supplies,Printer,7,21032,147224,88624.66,58599.34,Small Business,Cash
ORD00279,2024-05-27,Customer 277,West,Furniture,Table,3,7711,23133,12928.87,10204.13,Corporate,UPI
ORD00580,2024-05-28,Customer 116,South,Office Supplies,Notebook,2,207,414,325.01,88.99,Consumer,Debit Card
ORD00569,2024-05-28,Customer 115,South,Office Supplies,Notebook,1,276,276,180.68,95.32,Small Business,Cash
ORD00635,2024-05-29,Customer 36,North,Furniture,Table,2,10247,20494,15693.33,4800.67,Corporate,Debit Card
ORD00222,2024-05-30,Customer 126,North,Electronics,Smartphone,7,55363,387541,264714.24,122826.76,Corporate,Debit Card
ORD00577,2024-05-31,Customer 5,East,Electronics,Headphones,8,4081,32648,19402.65,13245.35,Corporate,UPI
ORD00146,2024-06-01,Customer 76,East,Office Supplies,Notebook,6,83,498,342.9,155.1,Consumer,Debit Card
ORD00442,2024-06-02,Customer 40,North,Electronics,Tablet,7,35854,250978,194743.72,56234.28,Consumer,Debit Card
ORD00242,2024-06-02,Customer 293,West,Office Supplies,Printer,8,11295,90360,57681.79,32678.21,Corporate,Cash
ORD00539,2024-06-03,Customer 181,East,Office Supplies,Pen Set,7,144,1008,800.4,207.6,Small Business,Credit Card
ORD00821,2024-06-04,Customer 5,West,Electronics,Headphones,4,3533,14132,8757.23,5374.77,Consumer,Debit Card
ORD00416,2024-06-04,Customer 272,East,Office Supplies,Printer,6,17096,102576,64414.24,38161.76,Consumer,Cash
ORD00189,2024-06-05,Customer 75,West,Office Supplies,Notebook,7,64,448,335.42,112.58,Corporate,UPI
ORD00934,2024-06-06,Customer 275,North,Furniture,Bookshelf,9,6233,56097,38365.99,17731.01,Small Business,Cash
ORD00040,2024-06-09,Customer 256,East,Electronics,Laptop,4,50190,200760,125760.93,74999.07,Corporate,Credit Card
ORD00833,2024-06-10,Customer 38,East,Electronics,Laptop,2,76183,152366,106012.67,46353.33,Small Business,Credit Card
ORD00618,2024-06-12,Customer 224,West,Furniture,Bookshelf,4,12476,49904,29309.24,20594.76,Corporate,Credit Card
ORD00636,2024-06-12,Customer 148,South,Electronics,Headphones,8,3776,30208,18939.56,11268.44,Corporate,UPI
